text_id,GPEs,neg,neu,pos,compound,evaluation
137,['Iowa'],0.489,0.511,0.0,-0.7717,negative
138,,0.0,0.833,0.167,0.4939,positive
140,,0.233,0.679,0.088,-0.4824,negative
141,,0.0,0.775,0.225,0.4404,positive
143,,0.0,1.0,0.0,0.0,neutral
145,,0.0,1.0,0.0,0.0,neutral
147,,0.175,0.825,0.0,-0.5267,negative
148,,0.0,1.0,0.0,0.0,neutral
149,,0.0,1.0,0.0,0.0,neutral
150,,0.0,0.856,0.144,0.5719,positive
152,,0.0,0.75,0.25,0.4588,positive
153,,0.0,0.851,0.149,0.2732,positive
154,,0.145,0.855,0.0,-0.296,negative
156,,0.0,1.0,0.0,0.0,neutral
160,,0.333,0.43,0.237,-0.2263,negative
163,,0.078,0.782,0.14,0.2732,positive
164,,0.0,1.0,0.0,0.0,neutral
166,['Russia'],0.351,0.649,0.0,-0.4019,negative
168,,0.0,1.0,0.0,0.0,neutral
169,,0.277,0.723,0.0,-0.6808,negative
171,,0.0,1.0,0.0,0.0,neutral
172,,0.253,0.68,0.066,-0.6157,negative
173,['Britain'],0.087,0.752,0.162,0.3167,positive
175,,0.261,0.739,0.0,-0.7184,negative
176,,0.0,0.448,0.552,0.5719,positive
178,['Syria'],0.378,0.488,0.134,-0.4588,negative
180,,0.262,0.738,0.0,-0.4939,negative
184,,0.0,0.707,0.293,0.7003,positive
189,,0.143,0.714,0.143,0.0,neutral
192,,0.0,1.0,0.0,0.0,neutral
195,,0.0,0.635,0.365,0.3182,positive
196,,0.0,1.0,0.0,0.0,neutral
198,,0.0,1.0,0.0,0.0,neutral
199,['Russia'],0.0,1.0,0.0,0.0,neutral
202,,0.0,1.0,0.0,0.0,neutral
204,,0.291,0.598,0.111,-0.4767,negative
205,,0.0,0.859,0.141,0.507,positive
206,,0.0,1.0,0.0,0.0,neutral
208,,0.0,1.0,0.0,0.0,neutral
209,,0.0,1.0,0.0,0.0,neutral
210,,0.0,0.783,0.217,0.3612,positive
212,,0.0,1.0,0.0,0.0,neutral
214,['Washington DC'],0.0,0.673,0.327,0.5267,positive
215,,0.0,1.0,0.0,0.0,neutral
220,,0.0,1.0,0.0,0.0,neutral
221,,0.0,1.0,0.0,0.0,neutral
222,,0.0,1.0,0.0,0.0,neutral
226,,0.208,0.566,0.226,0.0772,positive
227,,0.51,0.49,0.0,-0.6369,negative
228,['Mosul'],0.0,1.0,0.0,0.0,neutral
230,,0.277,0.723,0.0,-0.3182,negative
232,['Syria'],0.283,0.641,0.076,-0.7964,negative
235,,0.0,1.0,0.0,0.0,neutral
236,,0.0,1.0,0.0,0.0,neutral
239,,0.242,0.758,0.0,-0.3716,negative
242,,0.0,1.0,0.0,0.0,neutral
247,,0.2,0.581,0.219,0.0772,positive
249,,0.0,0.769,0.231,0.25,positive
252,,0.464,0.536,0.0,-0.8316,negative
254,,0.0,1.0,0.0,0.0,neutral
256,"['US', 'EU', 'China']",0.0,1.0,0.0,0.0,neutral
259,,0.0,1.0,0.0,0.0,neutral
262,,0.287,0.713,0.0,-0.8779,negative
263,,0.0,0.903,0.097,0.1027,positive
264,,0.0,1.0,0.0,0.0,neutral
265,,0.0,1.0,0.0,0.0,neutral
266,,0.0,0.817,0.183,0.5859,positive
267,['America'],0.359,0.641,0.0,-0.6808,negative
268,,0.0,0.885,0.115,0.0772,positive
269,,0.0,0.758,0.242,0.4926,positive
271,['Islamabad'],0.0,0.667,0.333,0.128,positive
272,,0.1,0.747,0.154,0.3182,positive
275,,0.16,0.84,0.0,-0.3164,negative
278,,0.0,0.87,0.13,0.4019,positive
280,,0.0,1.0,0.0,0.0,neutral
283,,0.0,0.764,0.236,0.5719,positive
284,['North Carolina'],0.0,0.826,0.174,0.2732,positive
285,['Russia'],0.343,0.657,0.0,-0.6908,negative
286,,0.0,1.0,0.0,0.0,neutral
292,['America'],0.354,0.442,0.204,-0.1779,negative
294,,0.0,0.75,0.25,0.4588,positive
295,,0.0,0.806,0.194,0.34,positive
301,,0.0,0.676,0.324,0.34,positive
303,,0.0,0.822,0.178,0.3802,positive
305,,0.792,0.208,0.0,-0.5859,negative
309,,0.111,0.554,0.335,0.7399,positive
313,,0.0,1.0,0.0,0.0,neutral
314,,0.0,1.0,0.0,0.0,neutral
315,,0.412,0.588,0.0,-0.743,negative
316,,0.0,0.769,0.231,0.3412,positive
321,,0.0,1.0,0.0,0.0,neutral
322,,0.0,0.621,0.379,0.6705,positive
323,,0.0,0.807,0.193,0.4767,positive
325,['Russia'],0.0,0.625,0.375,0.3818,positive
328,,0.0,0.778,0.222,0.5319,positive
331,,0.0,1.0,0.0,0.0,neutral
333,,0.381,0.619,0.0,-0.8126,negative
334,['Iraq'],0.0,1.0,0.0,0.0,neutral
335,,0.508,0.492,0.0,-0.7351,negative
338,,0.167,0.833,0.0,-0.296,negative
339,,0.0,1.0,0.0,0.0,neutral
341,,0.0,1.0,0.0,0.0,neutral
342,['USA'],0.0,1.0,0.0,0.0,neutral
343,,0.14,0.698,0.163,0.1027,positive
347,,0.0,1.0,0.0,0.0,neutral
355,,0.141,0.859,0.0,-0.2023,negative
358,,0.0,1.0,0.0,0.0,neutral
361,['Russia'],0.212,0.481,0.308,0.25,positive
362,,0.154,0.846,0.0,-0.25,negative
365,,0.0,1.0,0.0,0.0,neutral
368,,0.0,1.0,0.0,0.0,neutral
369,,0.0,1.0,0.0,0.0,neutral
370,,0.61,0.39,0.0,-0.5719,negative
372,"['U.S.', 'Iran']",0.157,0.843,0.0,-0.5994,negative
375,,0.0,0.881,0.119,0.2263,positive
378,,0.448,0.552,0.0,-0.8074,negative
379,,0.0,0.584,0.416,0.7508,positive
381,,0.0,1.0,0.0,0.0,neutral
384,,0.0,1.0,0.0,0.0,neutral
385,,0.0,0.647,0.353,0.4084,positive
387,,0.0,1.0,0.0,0.0,neutral
389,['Vagina'],0.233,0.727,0.04,-0.743,negative
391,,0.0,0.69,0.31,0.5574,positive
392,,0.227,0.622,0.151,-0.1779,negative
395,,0.0,1.0,0.0,0.0,neutral
396,,0.0,1.0,0.0,0.0,neutral
398,,0.0,1.0,0.0,0.0,neutral
403,,0.0,0.927,0.073,0.0258,neutral
409,,0.0,0.774,0.226,0.5859,positive
412,,0.0,1.0,0.0,0.0,neutral
415,['Israel'],0.266,0.734,0.0,-0.6908,negative
416,,0.0,1.0,0.0,0.0,neutral
417,,0.138,0.862,0.0,-0.372,negative
419,,0.0,1.0,0.0,0.0,neutral
423,"['UK', 'UK']",0.0,0.79,0.21,0.7494,positive
424,['US'],0.0,1.0,0.0,0.0,neutral
425,,0.13,0.87,0.0,-0.4019,negative
426,,0.0,0.904,0.096,0.1531,positive
429,['America'],0.244,0.756,0.0,-0.5499,negative
436,,0.259,0.741,0.0,-0.5423,negative
437,,0.209,0.791,0.0,-0.8126,negative
439,,0.0,0.811,0.189,0.2732,positive
443,,0.25,0.613,0.137,-0.34,negative
444,,0.19,0.634,0.176,-0.0772,negative
445,,0.0,1.0,0.0,0.0,neutral
446,,0.199,0.676,0.125,-0.296,negative
448,,0.0,1.0,0.0,0.0,neutral
449,,0.192,0.563,0.244,0.0258,neutral
451,,0.0,0.734,0.266,0.4404,positive
452,,0.209,0.663,0.128,-0.3818,negative
454,,0.338,0.662,0.0,-0.6808,negative
456,,0.0,0.748,0.252,0.4019,positive
457,,0.316,0.586,0.098,-0.6786,negative
458,,0.321,0.679,0.0,-0.7964,negative
459,['Wrong Direction'],0.583,0.417,0.0,-0.7906,negative
460,"['LA', 'Philly', 'Portland']",0.0,0.917,0.083,0.25,positive
461,,0.214,0.66,0.126,-0.3786,negative
462,,0.268,0.732,0.0,-0.6597,negative
464,,0.225,0.775,0.0,-0.4404,negative
466,,0.23,0.618,0.152,-0.34,negative
469,['Hollywood'],0.376,0.485,0.139,-0.5994,negative
471,,0.324,0.676,0.0,-0.34,negative
477,,0.0,0.625,0.375,0.5859,positive
479,,0.201,0.575,0.224,-0.1531,negative
480,,0.0,1.0,0.0,0.0,neutral
482,,0.0,1.0,0.0,0.0,neutral
487,,0.313,0.687,0.0,-0.6249,negative
490,,0.369,0.631,0.0,-0.6249,negative
492,,0.291,0.709,0.0,-0.6249,negative
493,['Mosul'],0.0,1.0,0.0,0.0,neutral
494,['Oregon'],0.0,0.8,0.2,0.25,positive
495,,0.0,1.0,0.0,0.0,neutral
497,,0.297,0.703,0.0,-0.5859,negative
498,,0.0,1.0,0.0,0.0,neutral
501,,0.347,0.502,0.151,-0.6486,negative
502,,0.169,0.465,0.366,0.5267,positive
504,,0.103,0.761,0.136,0.1531,positive
505,,0.0,1.0,0.0,0.0,neutral
507,,0.0,0.8,0.2,0.4588,positive
508,,0.594,0.406,0.0,-0.5255,negative
509,,0.145,0.855,0.0,-0.296,negative
510,,0.361,0.508,0.131,-0.804,negative
514,,0.328,0.672,0.0,-0.5994,negative
517,['Washington'],0.431,0.569,0.0,-0.6486,negative
519,,0.409,0.591,0.0,-0.807,negative
522,,0.0,1.0,0.0,0.0,neutral
524,,0.0,1.0,0.0,0.0,neutral
525,,0.0,1.0,0.0,0.0,neutral
527,,0.183,0.817,0.0,-0.5562,negative
530,,0.0,1.0,0.0,0.0,neutral
532,,0.226,0.774,0.0,-0.5423,negative
533,,0.103,0.897,0.0,-0.1531,negative
536,,0.26,0.74,0.0,-0.2755,negative
537,"['US', 'Russia']",0.4,0.6,0.0,-0.4588,negative
540,,0.0,0.763,0.237,0.4215,positive
541,,0.0,1.0,0.0,0.0,neutral
542,,0.437,0.563,0.0,-0.4767,negative
543,,0.0,1.0,0.0,0.0,neutral
546,,0.231,0.769,0.0,-0.2732,negative
547,,0.0,1.0,0.0,0.0,neutral
549,,0.529,0.471,0.0,-0.5423,negative
553,,0.236,0.764,0.0,-0.5267,negative
558,['Alabama'],0.516,0.484,0.0,-0.8225,negative
559,['Texas'],0.211,0.789,0.0,-0.34,negative
560,"['Syria', 'Russia']",0.356,0.532,0.112,-0.6798,negative
561,['U.S.'],0.28,0.72,0.0,-0.5423,negative
562,,0.412,0.588,0.0,-0.5423,negative
563,,0.1,0.9,0.0,-0.25,negative
567,,0.334,0.666,0.0,-0.7206,negative
569,"['Maryland', 'Undemocratic']",0.0,0.902,0.098,0.0772,positive
572,,0.0,0.87,0.13,0.4019,positive
573,['Fulfilling'],0.0,1.0,0.0,0.0,neutral
575,,0.0,0.821,0.179,0.34,positive
576,,0.166,0.662,0.172,0.0258,neutral
578,['Israel'],0.0,1.0,0.0,0.0,neutral
580,['Ukraine'],0.439,0.561,0.0,-0.5719,negative
581,,0.0,1.0,0.0,0.0,neutral
583,,0.0,0.756,0.244,0.4404,positive
585,,0.0,1.0,0.0,0.0,neutral
587,,0.0,1.0,0.0,0.0,neutral
588,,0.149,0.851,0.0,-0.2732,negative
592,,0.0,1.0,0.0,0.0,neutral
593,,0.0,1.0,0.0,0.0,neutral
594,,0.366,0.484,0.151,-0.6124,negative
596,,0.219,0.781,0.0,-0.4215,negative
598,,0.0,0.721,0.279,0.7003,positive
599,,0.281,0.719,0.0,-0.6486,negative
600,,0.265,0.735,0.0,-0.3818,negative
601,,0.162,0.838,0.0,-0.2808,negative
603,,0.0,1.0,0.0,0.0,neutral
604,,0.294,0.706,0.0,-0.516,negative
608,,0.186,0.814,0.0,-0.4939,negative
611,['India'],0.0,1.0,0.0,0.0,neutral
612,,0.0,0.847,0.153,0.2023,positive
613,,0.0,0.833,0.167,0.25,positive
615,,0.423,0.577,0.0,-0.7065,negative
616,,0.0,0.84,0.16,0.2732,positive
621,,0.483,0.517,0.0,-0.4215,negative
623,,0.0,1.0,0.0,0.0,neutral
625,"['Russia', 'India']",0.0,0.867,0.133,0.3182,positive
626,,0.0,0.709,0.291,0.6249,positive
627,,0.091,0.909,0.0,-0.1779,negative
629,,0.0,1.0,0.0,0.0,neutral
631,['Syria'],0.333,0.667,0.0,-0.5423,negative
632,,0.0,1.0,0.0,0.0,neutral
635,"['Calais', 'France']",0.0,1.0,0.0,0.0,neutral
638,,0.0,1.0,0.0,0.0,neutral
639,,0.0,1.0,0.0,0.0,neutral
640,,0.0,0.806,0.194,0.5574,positive
644,,0.0,1.0,0.0,0.0,neutral
645,,0.339,0.661,0.0,-0.8268,negative
646,['Montenegro'],0.0,0.804,0.196,0.296,positive
648,"['US', 'India']",0.574,0.426,0.0,-0.7964,negative
649,['US'],0.0,1.0,0.0,0.0,neutral
651,,0.0,1.0,0.0,0.0,neutral
652,"['Turkey', 'Russia']",0.391,0.447,0.162,-0.6249,negative
653,,0.0,0.656,0.344,0.6369,positive
658,,0.0,1.0,0.0,0.0,neutral
659,,0.174,0.826,0.0,-0.2263,negative
662,,0.0,1.0,0.0,0.0,neutral
666,,0.0,1.0,0.0,0.0,neutral
668,,0.0,1.0,0.0,0.0,neutral
671,,0.223,0.777,0.0,-0.6486,negative
672,,0.0,1.0,0.0,0.0,neutral
673,,0.0,0.654,0.346,0.5719,positive
674,,0.0,1.0,0.0,0.0,neutral
677,,0.0,1.0,0.0,0.0,neutral
680,,0.331,0.424,0.246,-0.25,negative
681,,0.0,0.702,0.298,0.5267,positive
682,,0.0,0.612,0.388,0.2263,positive
683,,0.0,1.0,0.0,0.0,neutral
689,,0.0,1.0,0.0,0.0,neutral
690,,0.0,0.775,0.225,0.4404,positive
693,"['US', 'Mosul']",0.333,0.667,0.0,-0.5423,negative
694,,0.0,0.355,0.645,0.9646,positive
697,,0.18,0.82,0.0,-0.296,negative
698,,0.211,0.789,0.0,-0.4939,negative
699,,0.0,1.0,0.0,0.0,neutral
700,,0.272,0.728,0.0,-0.6249,negative
702,,0.397,0.603,0.0,-0.5574,negative
703,,0.0,1.0,0.0,0.0,neutral
704,,0.0,1.0,0.0,0.0,neutral
706,,0.153,0.667,0.18,0.1027,positive
711,,0.539,0.461,0.0,-0.802,negative
714,,0.0,0.809,0.191,0.5106,positive
715,,0.398,0.602,0.0,-0.872,negative
720,,0.0,1.0,0.0,0.0,neutral
721,,0.0,1.0,0.0,0.0,neutral
723,['Mosul'],0.0,1.0,0.0,0.0,neutral
724,,0.0,1.0,0.0,0.0,neutral
725,['US'],0.104,0.896,0.0,-0.1027,negative
726,,0.292,0.708,0.0,-0.5106,negative
727,,0.089,0.763,0.148,0.0989,positive
728,,0.0,1.0,0.0,0.0,neutral
730,"['Homs Province', 'The Vineyard of the']",0.28,0.72,0.0,-0.7906,negative
733,,0.0,0.488,0.512,0.2732,positive
734,,0.2,0.8,0.0,-0.4588,negative
736,,0.0,0.805,0.195,0.4404,positive
739,,0.409,0.438,0.153,-0.5423,negative
741,,0.0,0.777,0.223,0.3164,positive
743,,0.0,1.0,0.0,0.0,neutral
744,,0.0,1.0,0.0,0.0,neutral
745,,0.0,0.742,0.258,0.4824,positive
746,,0.0,1.0,0.0,0.0,neutral
748,['Orlando'],0.209,0.791,0.0,-0.6705,negative
749,,0.0,1.0,0.0,0.0,neutral
751,,0.0,1.0,0.0,0.0,neutral
752,['Palestine'],0.187,0.813,0.0,-0.3182,negative
754,,0.161,0.839,0.0,-0.3612,negative
756,,0.0,1.0,0.0,0.0,neutral
757,,0.415,0.585,0.0,-0.7964,negative
762,,0.0,1.0,0.0,0.0,neutral
763,,0.0,0.783,0.217,0.3818,positive
764,,0.0,0.635,0.365,0.3182,positive
767,,0.0,0.879,0.121,0.296,positive
768,,0.204,0.612,0.184,-0.0772,negative
769,,0.205,0.795,0.0,-0.2732,negative
771,"['US', 'Afghanistan']",0.273,0.727,0.0,-0.4588,negative
772,['The United States'],0.153,0.675,0.172,0.0772,positive
775,,0.196,0.804,0.0,-0.6597,negative
777,,0.234,0.766,0.0,-0.6705,negative
778,,0.0,0.787,0.213,0.4019,positive
779,,0.322,0.601,0.077,-0.69,negative
782,,0.272,0.564,0.164,-0.2732,negative
783,,0.0,0.656,0.344,0.2732,positive
784,,0.0,1.0,0.0,0.0,neutral
785,,0.0,1.0,0.0,0.0,neutral
788,['Russia'],0.184,0.816,0.0,-0.4019,negative
790,['Florida'],0.0,1.0,0.0,0.0,neutral
791,,0.0,0.838,0.162,0.4404,positive
793,,0.0,1.0,0.0,0.0,neutral
795,,0.0,0.783,0.217,0.3597,positive
796,,0.0,1.0,0.0,0.0,neutral
797,['New Eastern Outlook'],0.0,0.855,0.145,0.296,positive
799,,0.126,0.56,0.314,0.6166,positive
801,['U.S.'],0.0,1.0,0.0,0.0,neutral
802,,0.253,0.617,0.13,-0.25,negative
803,['the United States of America'],0.0,0.781,0.219,0.4215,positive
804,,0.241,0.58,0.179,-0.0706,negative
805,,0.156,0.844,0.0,-0.34,negative
807,,0.214,0.52,0.266,0.2003,positive
808,,0.0,1.0,0.0,0.0,neutral
812,,0.0,1.0,0.0,0.0,neutral
813,,0.11,0.515,0.375,0.5574,positive
816,['Turkey'],0.0,1.0,0.0,0.0,neutral
817,,0.0,1.0,0.0,0.0,neutral
818,,0.402,0.598,0.0,-0.5719,negative
819,,0.0,1.0,0.0,0.0,neutral
821,,0.0,0.654,0.346,0.5719,positive
823,,0.464,0.536,0.0,-0.3818,negative
824,['Australia'],0.562,0.438,0.0,-0.8271,negative
827,,0.0,1.0,0.0,0.0,neutral
831,,0.0,1.0,0.0,0.0,neutral
832,,0.359,0.641,0.0,-0.8555,negative
833,,0.0,1.0,0.0,0.0,neutral
834,,0.368,0.632,0.0,-0.6222,negative
836,['Blogs'],0.0,0.828,0.172,0.4019,positive
837,,0.316,0.57,0.113,-0.6015,negative
839,,0.0,1.0,0.0,0.0,neutral
841,['Oklahoma'],0.236,0.764,0.0,-0.7579,negative
842,['PARIS'],0.0,0.828,0.172,0.5766,positive
844,,0.0,1.0,0.0,0.0,neutral
845,"['US', 'Russia']",0.0,0.803,0.197,0.2411,positive
846,,0.119,0.881,0.0,-0.4019,negative
847,,0.254,0.746,0.0,-0.1779,negative
848,,0.0,1.0,0.0,0.0,neutral
849,,0.0,0.894,0.106,0.0772,positive
851,,0.23,0.676,0.095,-0.4588,negative
853,,0.273,0.727,0.0,-0.6705,negative
855,['Finland'],0.408,0.524,0.068,-0.7579,negative
857,,0.0,0.641,0.359,0.4215,positive
861,['Canada'],0.135,0.865,0.0,-0.1027,negative
862,['U.S.'],0.2,0.8,0.0,-0.4588,negative
863,,0.0,1.0,0.0,0.0,neutral
867,,0.0,1.0,0.0,0.0,neutral
871,,0.27,0.73,0.0,-0.3804,negative
873,,0.423,0.577,0.0,-0.9175,negative
874,['US'],0.0,1.0,0.0,0.0,neutral
876,['Alaska'],0.22,0.78,0.0,-0.368,negative
878,,0.0,0.814,0.186,0.4939,positive
881,['Quebec'],0.166,0.799,0.035,-0.6249,negative
882,,0.306,0.541,0.153,-0.4019,negative
884,['Enter Mosul'],0.18,0.82,0.0,-0.296,negative
885,['US'],0.273,0.533,0.193,-0.296,negative
887,,0.0,1.0,0.0,0.0,neutral
889,,0.155,0.845,0.0,-0.296,negative
891,,0.0,0.861,0.139,0.3089,positive
893,,0.127,0.573,0.299,0.4019,positive
894,,0.494,0.506,0.0,-0.5994,negative
896,,0.0,0.625,0.375,0.6369,positive
899,,0.218,0.667,0.115,-0.4019,negative
900,,0.0,0.882,0.118,0.34,positive
901,['Wisconsin'],0.0,1.0,0.0,0.0,neutral
905,"[""New Clinton Emails - The Onion - America's""]",0.0,1.0,0.0,0.0,neutral
907,,0.0,1.0,0.0,0.0,neutral
908,,0.0,1.0,0.0,0.0,neutral
912,['Rome'],0.0,1.0,0.0,0.0,neutral
915,['Sledgehammer'],0.199,0.621,0.18,-0.0772,negative
920,['North Carolina'],0.0,1.0,0.0,0.0,neutral
922,,0.0,1.0,0.0,0.0,neutral
928,['US'],0.206,0.794,0.0,-0.5994,negative
929,['US'],0.0,1.0,0.0,0.0,neutral
930,"['Pakistan', 'India']",0.302,0.698,0.0,-0.3818,negative
931,,0.0,1.0,0.0,0.0,neutral
935,,0.367,0.633,0.0,-0.7003,negative
937,,0.0,0.896,0.104,0.2732,positive
938,,0.112,0.748,0.14,0.0772,positive
939,['The United States of America'],0.0,0.781,0.219,0.4215,positive
941,,0.225,0.775,0.0,-0.4404,negative
946,,0.32,0.68,0.0,-0.5106,negative
947,['South Korea -'],0.0,0.748,0.252,0.5719,positive
949,['Hollywood'],0.275,0.725,0.0,-0.6908,negative
953,,0.174,0.826,0.0,-0.2732,negative
956,,0.641,0.359,0.0,-0.91,negative
959,,0.198,0.802,0.0,-0.4939,negative
960,,0.0,1.0,0.0,0.0,neutral
964,,0.0,1.0,0.0,0.0,neutral
966,,0.34,0.66,0.0,-0.5574,negative
967,,0.314,0.686,0.0,-0.7506,negative
968,,0.0,1.0,0.0,0.0,neutral
969,,0.0,1.0,0.0,0.0,neutral
973,,0.424,0.576,0.0,-0.7096,negative
974,,0.148,0.524,0.329,0.5859,positive
975,,0.293,0.707,0.0,-0.4404,negative
978,,0.0,0.826,0.174,0.2732,positive
979,,0.333,0.667,0.0,-0.6705,negative
980,,0.0,1.0,0.0,0.0,neutral
981,['Syria'],0.145,0.743,0.111,-0.2392,negative
983,,0.0,0.549,0.451,0.8126,positive
984,['Moscow'],0.292,0.455,0.253,-0.1531,negative
986,,0.618,0.382,0.0,-0.8658,negative
990,['Texas county'],0.302,0.698,0.0,-0.3818,negative
991,,0.301,0.636,0.064,-0.6249,negative
994,,0.0,1.0,0.0,0.0,neutral
995,,0.099,0.773,0.129,0.1779,positive
996,,0.0,1.0,0.0,0.0,neutral
997,['Suburbs'],0.245,0.755,0.0,-0.5023,negative
998,['Florida'],0.185,0.665,0.15,-0.1613,negative
1000,,0.444,0.556,0.0,-0.4939,negative
1001,,0.0,0.764,0.236,0.5719,positive
1002,,0.434,0.566,0.0,-0.7845,negative
1006,,0.24,0.76,0.0,-0.6249,negative
1010,,0.22,0.78,0.0,-0.3071,negative
1011,,0.25,0.714,0.036,-0.8225,negative
1012,,0.0,1.0,0.0,0.0,neutral
1014,,0.0,0.857,0.143,0.3612,positive
1016,,0.183,0.817,0.0,-0.4003,negative
1017,,0.0,1.0,0.0,0.0,neutral
1019,,0.0,1.0,0.0,0.0,neutral
1020,,0.192,0.808,0.0,-0.2263,negative
1022,,0.0,0.571,0.429,0.8176,positive
1023,,0.0,1.0,0.0,0.0,neutral
1024,,0.557,0.336,0.107,-0.7717,negative
1032,,0.0,1.0,0.0,0.0,neutral
1033,,0.329,0.671,0.0,-0.6597,negative
1036,,0.385,0.615,0.0,-0.3612,negative
1037,,0.259,0.741,0.0,-0.4215,negative
1038,,0.344,0.656,0.0,-0.2732,negative
1041,,0.0,1.0,0.0,0.0,neutral
1042,,0.156,0.844,0.0,-0.7125,negative
1043,,0.144,0.625,0.231,0.34,positive
1044,,0.0,1.0,0.0,0.0,neutral
1048,,0.0,1.0,0.0,0.0,neutral
1049,,0.0,1.0,0.0,0.0,neutral
1051,,0.201,0.799,0.0,-0.6166,negative
1052,['U.S.'],0.0,1.0,0.0,0.0,neutral
1054,,0.0,1.0,0.0,0.0,neutral
1059,['Colombia'],0.258,0.469,0.273,0.0516,positive
1060,,0.384,0.505,0.111,-0.5719,negative
1061,,0.0,0.473,0.527,0.7783,positive
1063,,0.419,0.581,0.0,-0.5574,negative
1068,,0.095,0.785,0.12,0.1531,positive
1074,,0.079,0.826,0.094,0.3919,positive
1078,,0.0,1.0,0.0,0.0,neutral
1079,['France'],0.113,0.721,0.166,0.1779,positive
1080,,0.211,0.789,0.0,-0.34,negative
1082,['US'],0.0,0.727,0.273,0.6289,positive
1083,,0.28,0.72,0.0,-0.3612,negative
1085,,0.0,0.508,0.492,0.7003,positive
1087,,0.0,1.0,0.0,0.0,neutral
1088,,0.0,0.7,0.3,0.7184,positive
1091,,0.0,1.0,0.0,0.0,neutral
1094,,0.0,0.874,0.126,0.1511,positive
1095,,0.324,0.676,0.0,-0.34,negative
1096,,0.0,1.0,0.0,0.0,neutral
1099,['Mosul'],0.0,1.0,0.0,0.0,neutral
1101,,0.0,0.851,0.149,0.2732,positive
1102,,0.0,0.769,0.231,0.2732,positive
1105,,0.0,1.0,0.0,0.0,neutral
1107,,0.343,0.657,0.0,-0.69,negative
1111,,0.174,0.826,0.0,-0.2732,negative
1113,['the United States'],0.0,0.682,0.318,0.4215,positive
1114,,0.235,0.675,0.09,-0.4451,negative
1115,['US'],0.0,0.651,0.349,0.8176,positive
1116,,0.085,0.736,0.178,0.34,positive
1118,,0.0,0.714,0.286,0.4215,positive
1120,,0.603,0.397,0.0,-0.8442,negative
1121,,0.0,1.0,0.0,0.0,neutral
1122,['Saudi Arabia'],0.16,0.84,0.0,-0.2263,negative
1124,,0.759,0.241,0.0,-0.743,negative
1125,,0.0,1.0,0.0,0.0,neutral
